Property ID in AVL packet|Property Name|Bytes|Type|Min|Max|Multiplier|Units|Description|HW Support|Parameter Group
92|Geofence zone 14|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
93|Geofence zone 15|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
94|Geofence zone 16|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
95|Geofence zone 17|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
96|Geofence zone 18|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
97|Geofence zone 19|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
98|Geofence zone 20|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
99|Geofence zone 21|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
153|Geofence zone 22|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
154|Geofence zone 23|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
190|Geofence zone 24|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
191|Geofence zone 25|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
192|Geofence zone 26|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
193|Geofence zone 27|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
194|Geofence zone 28|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
195|Geofence zone 29|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
196|Geofence zone 30|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
197|Geofence zone 31|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
198|Geofence zone 32|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
208|Geofence zone 33|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
209|Geofence zone 34|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
216|Geofence zone 35|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
217|Geofence zone 36|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
218|Geofence zone 37|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
219|Geofence zone 38|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
220|Geofence zone 39|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
221|Geofence zone 40|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
222|Geofence zone 41|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
223|Geofence zone 42|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
224|Geofence zone 43|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
225|Geofence zone 44|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
226|Geofence zone 45|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
227|Geofence zone 46|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
228|Geofence zone 47|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
229|Geofence zone 48|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
230|Geofence zone 49|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
231|Geofence zone 50|1|Unsigned|0|3|-|-|\n0 – target left zone\n\n1 – target entered zone\n\n2 – over speeding end\n\n3 – over speeding start|\n\nFMBXXX\n\n|Eventual I/O elements
175|Auto Geofence|1|Unsigned|0|1|-|-|\n0 – target left zone\n\n1 – target entered zone|\n\nFMBXXX\n\n|Eventual I/O elements
250|Trip|1|Unsigned|0|1|-|-|\n0 – trip stop\n\n1 – trip start\n\nFrom 01.00.24 fw version available with BT app new values:\n\n2 – Business Status\n\n3 – Private Status\n\n4-9 – Custom Statuses|\n\nFMBXXX\n\n|Eventual I/O elements
255|Over Speeding|1|Unsigned|0|255|-|km/h|\nAt over speeding start km/h, at over speeding end km/h|\n\nFMBXXX\n\n|Eventual I/O elements
257|Crash trace data|Variable|HEX|0|1200|-|-|Crash trace data|\n\nFMBXXX [Expand]\n\n|Eventual I/O elements
285|Blood alcohol content|2|Unsigned|0|9999|-|-|Alcohol content in blood in perlims and mode. First 14 bits from MSB are perlims multiplied by 1000 and last to bits are 0 - Passive test, 1 Active test, 2 and 3 are reserved.|FMB125|Eventual I/O elements
251|Idling|1|Unsigned|0|1|-|-|\n0 – moving\n\n1 – idling|\n\nFMBXXX [Expand]\n\n|Eventual I/O elements
253|Green driving type|1|Unsigned|1|3|-|-|\n1 – harsh acceleration\n\n2 – harsh braking\n\n3 – harsh cornering|\n\nFMBXXX\n\n|Eventual I/O elements
246|Towing|1|Unsigned|0|1|-|-|\n0 – steady\n\n1 – towing|\n\nFMBXXX\n\n|Eventual I/O elements
252|Unplug|1|Unsigned|0|1|-|-|\n0 – battery present\n\n1 – battery unplugged|\n\nFMBXXX\n\n|Eventual I/O elements
247|Crash detection|1|Unsigned|1|6|-|-|\n1 – real crash detected (device is calibrated)\n\n2 – limited crash trace (device not calibrated)\n\n3 - limited crash trace (device is calibrated)\n\n4 - full crash trace (device not calibrated)\n\n5 - full crash trace (device is calibrated)\n\n6 - real crash detected (device not calibrated)|\n\nFMBXXX [Expand]\n\n|Eventual I/O elements
248|Immobilizer|1|Unsigned|0|2|-|-|\n0 – iButton not connected\n\n1 – iButton connected (Immobilizer)\n\n2 – iButton connected (Authorized Driving)|\n\nFMBXXX\n\n|Eventual I/O elements
254|Green Driving Value|1|Unsigned|0|255|acc and braking: 0.01|G\nor\nrad|Depending on green driving type: if harsh acceleration or braking – g*100 (value 123 -> 1.23g). If Green driving source is „GPS“ – harsh cornering value is rad/s*100. If source is „Accelerometer“ – g*100.|\n\nFMBXXX\n\n|Eventual I/O elements
249|Jamming|1|Unsigned|0|1|-|-|\n0 – jamming stop\n\n1 – jamming start|\n\nFMBXXX\n\n|Eventual I/O elements
14|ICCID2|8|Unsigned|0|0xFFFFFFFFFFFFFFFF|-|-|\nValue of SIM ICCID, LSB|\n\nFMBXXX\n\n|Eventual I/O elements
243|Green driving event duration|2|Unsigned|0|65535|-|ms|\nDuration of event that did generate Green driving|\n\nFMBXXX [Expand]\n\n|Eventual I/O elements
236|Alarm|1|Unsigned|0|1|-|-|\n0 – Reserved\n\n1 – Alarm event occured|\n|Eventual I/O elements
258|EcoMaximum|8|Unsigned|0|0xFFFFFFFFFFFFFFFF|-|-|\nElement stores maximum accelerometer values in mg on all axis during Eco driving event\n\n8 Bytes:\n\n2B Zeros 2B - X axis 2B - Y axis 2B - Z axis|\nFMT100|Eventual I/O elements
259|EcoAverage|8|Unsigned|0|0xFFFFFFFFFFFFFFFF|-|-|\nElement stores average accelerometer values in mg on all axis during Eco driving event\n\n8 Bytes:\n\n2B Zeros 2B - X axis 2B - Y axis 2B - Z axis|\nFMT100|Eventual I/O elements
260|EcoDuration|2|Unsigned|0|65535|-|ms|\nDuration of Eco driving event in miliseconds|\nFMT100|Eventual I/O elements
283|Driving State|1|Unsigned|0|3|-|-|\n1 - Ignition ON\n\n2 - Driving\n\n3 - Ignition OFF|\nFMT100|Eventual I/O elements
284|Driving Records|2|Unsigned|0|65535|-|-|\nNumber of Records between Ignition ON and Ignition OFF|\nFMT100|Eventual I/O elements
317|Crash event counter|1|Unsigned|0|255|-|-|Connects trace with specific eventual crash record|\n\nFMBXXX\n|Eventual I/O elements
318|GNSS Jamming|1|Unsigned|0|2|-|-|GNSS Jamming state:\n0 - GPS jamming ended/healthy state\n\n1 - GPS jamming warning state\n\n2 - GPS jamming critical state|\n\nFMBXXX\n</span\n\n| style="vertical-align: middle; text-align: center;" |Eventual I/O elements\n|-\n| style="vertical-align: middle; text-align: center;" |391\n| style="vertical-align: middle; text-align: center;" |Private mode\n| style="vertical-align: middle; text-align: center;" |1\n| style="vertical-align: middle; text-align: center;" |Unsigned\n| style="vertical-align: middle; text-align: center;" |0\n| style="vertical-align: middle; text-align: center;" |255\n| style="vertical-align: middle; text-align: center;" | -\n| style="vertical-align: middle; text-align: center;" | -\n| style="vertical-align: middle;" |Private mode state:\n0 - Private mode off\n\n1 - Private mode on|\n\nFMBXXX\n
449|Ignition On Counter|4|Unsigned|0|2147483647|-|s|\nDuration in seconds which is counted while Ignition state is On\n|\n\nFMBXXX\n|Eventual I/O elements
1412|Motorcycle Fall Detection|1|Unsigned|0|0|-|-|\nFall detection event which is generated when all conditions are met\n|\nFMB965|Eventual I/O elements
256|VIN|17|ASCII|0|0xff|-|-|VIN number|\n\nFMBXXX\n\n|OBD elements
30|Number of DTC|1|Unsigned|0|255|-|-|Number of DTC|\n\nFMBXXX\n\n|OBD elements
31|Engine Load|1|Unsigned|0|100|-|%|Calculated engine load value|\n\nFMBXXX\n\n|OBD elements
32|Coolant Temperature|1|Signed|-128|127|-|°C|\nEngine coolant temperature|\n\nFMBXXX\n\n|OBD elements
33|Short Fuel Trim|1|Signed|-100|99|-|%|\nShort term fuel trim 1|\n\nFMBXXX\n\n|OBD elements
34|Fuel pressure|2|Unsigned|0|765|-|kPa|\nFuel pressure|\n\nFMBXXX\n\n|OBD elements
35|Intake MAP|1|Unsigned|0|255|-|kPa|\nIntake manifold absolute pressure|\n\nFMBXXX\n\n|OBD elements
36|Engine RPM|2|Unsigned|0|16384|-|rpm|\nEngine RPM|\n\nFMBXXX\n\n|OBD elements
37|Vehicle Speed|1|Unsigned|0|255|-|km/h|\nVehicle speed|\n\nFMBXXX\n\n|OBD elements
38|Timing Advance|1|Signed|-64|64|-|°|\nTiming advance|\n\nFMBXXX\n\n|OBD elements
39|Intake Air Temperature|1|Signed|-128|127|-|°C|\nIntake air temperature|\n\nFMBXXX\n\n|OBD elements
40|MAF|2|Unsigned|0|65535|0.01|g/sec|\nMAF air flow rate|\n\nFMBXXX\n\n|OBD elements
41|Throttle Position|1|Unsigned|0|100|-|%|\nThrottle position|\n\nFMBXXX\n\n|OBD elements
42|Runtime since engine start|2|Unsigned|0|65535|-|s|\nRuntime since engine start|\n\nFMBXXX\n\n|OBD elements
43|Distance Traveled MIL On|2|Unsigned|0|65535|-|km|\nDistance ormattin MIL on|\n\nFMBXXX\n\n|OBD elements
44|Relative Fuel Rail Pressure|2|Unsigned|0|5178|0.1|kPa|\nRelative fuel rail pressure|\n\nFMBXXX\n\n|OBD elements
45|Direct Fuel Rail Pressure|2|Unsigned|0|65535|10|kPa|\nDirect Fuel Rail Pressure|\n\nFMBXXX\n\n|OBD elements
46|Commanded EGR|1|Unsigned|0|100|-|%|\nCommanded EGR|\n\nFMBXXX\n\n|OBD elements
47|EGR Error|1|Signed|-100|100|-|%|\nEGR error|\n\nFMBXXX\n\n|OBD elements
48|Fuel Level|1|Unsigned|0|100|-|%|\nFuel level|\n\nFMBXXX\n\n|OBD elements
49|Distance Since Codes Clear|2|Unsigned|0|65535|-|km|\nDistance traveled since codes cleared|\n\nFMBXXX\n\n|OBD elements
50|Barometic Pressure|1|Unsigned|0|255|-|kPa|\nBarometic pressure|\n\nFMBXXX\n\n|OBD elements
51|Control Module Voltage|2|Unsigned|0|65535|0.001|V|\nControl module voltage|\n\nFMBXXX\n\n|OBD elements
52|Absolute Load Value|2|Unsigned|0|25700|-|%|\nAbsolute load value|\n\nFMBXXX\n\n|OBD elements
759|Fuel Type|1|Unsigned|0|255|-|-|\n0 Not available\n\n1 Gasoline\n\n2 Methanol\n\n3 Ethanol\n\n4 Diesel\n\n5 LPG\n\n6 CNG\n\n7 Propane\n\n8 Electric\n\n9 Bifuel running Gasoline\n\n10 Bifuel running Methanol\n\n11 Bifuel running Ethanol\n\n12 Bifuel running LPG\n\n13 Bifuel running CNG\n\n14 Bifuel running Propane\n\n15 Bifuel running Electricity\n\n16 Bifuel running electric and combustion engine\n\n17 Hybrid gasoline\n\n18 Hybrid Ethanol\n\n19 Hybrid Diesel\n\n20 Hybrid Electric\n\n21 Hybrid running electric and combustion engine\n\n22 Hybrid Regenerative\n\n23 Bifuel running diesel\n|\n\nFMBXXX\n\n|OBD elements
53|Ambient Air Temperature|1|Signed|-128|127|-|°C|\nAmbient air temperature|\n\nFMBXXX\n\n|OBD elements
54|Time Run With MIL On|2|Unsigned|0|65535|-|min|\nTime run with MIL on|\n\nFMBXXX\n\n|OBD elements
55|Time Since Codes Cleared|2|Unsigned|0|65535|-|min|\nTime since codes cleared|\n\nFMBXXX\n\n|OBD elements
56|Absolute Fuel Rail Pressure|2|Unsigned|0|65535|10|kPa|\nAbsolute fuel rail pressure|\n\nFMBXXX\n\n|OBD elements
57|Hybrid battery pack life|1|Unsigned|0|100|-|%|\nHybrid battery pack remaining life|\n\nFMBXXX\n\n|OBD elements
58|Engine Oil Temperature|1|Unsigned|0|215|-|°C|\nEngine oil temperature|\n\nFMBXXX\n\n|OBD elements
59|Fuel injection timing|2|Signed|-21000|30200|0.01|°|\nFuel injection timing|\n\nFMBXXX\n\n|OBD elements
540|Throttle position group|1|Unsigned|0|100|–|%|Throttle Position Value From PID Group|\n\nFMBXXX\nFMB001</br>FMB003</br>FMC003</br>FMC00A</br>FMM003</br>FMM00A</br>\n|OBD elements
541|Commanded Equivalence R|1|Unsigned|0|200|0.01|-|Fuel-Air Commanded Equivalence Ratio|\n\nFMBXXX\nFMB001</br>FMB003</br>FMC003</br>FMC00A</br>FMM003</br>FMM00A</br>\n|OBD elements
542|Intake MAP 2 bytes|2|Unsigned|0|2048|-|kPa|Intake Manifold Absolute Pressure|\n\nFMBXXX\nFMB001</br>FMB003</br>FMC003</br>FMC00A</br>FMM003</br>FMM00A</br>\n|OBD elements
543|Hybrid System Voltage|2|Unsigned|0|1024|-|V|\nHybrid vehicle system voltage|\n\nFMBXXX\n\n|OBD elements
544|Hybrid System Current|2|Signed|-3277|3277|-|A|\nHybrid vehicle system current|\n\nFMBXXX\n\n|OBD elements
281|Fault Codes|variable|ASCII|0|128|-|-|\nFault Codes (values separated via ",")|\n\nFMBXXX\n\n|OBD elements
60|Fuel Rate|2|Unsigned|0|32767|0.01|L/h|\nEngine fuel rate, L/h*100|\n\nFMBXXX\n\n|OBD elements
389|OBD OEM Total Mileage|4|Unsigned|0|0xffffffff|-|km|Total mileage received by requesting vehicle specific PID|FMB003|OBD OEM elements
390|OBD OEM Fuel Level|4|Unsigned|0|0xffffffff|0.1|l|Fuel level in litres received by requesting vehicle specific PID|FMB003|OBD OEM elements
402|OEM Distance Until Service|4|Unsigned|0|0xffffffff|-|km|Distance till next service received by requesting vehicle specific PID|FMB001 FMC001 FMM001 FMB003 FMC003 FMM003|OBD OEM elements
411|OEM Battery charge level|1|Unsigned|0|100|-|%|Represents battery charged level|FMB001 FMC001 FMM001 FMB003 FMC003 FMM003|OBD OEM elements
755|OEM Remaining distance|2|Unsigned|0|65535|-|km|Remaining distance until fuel tank empty or battery (EV) depleted|FMB001 FMC001 FMM001 FMB003 FMC003 FMM003|OBD OEM elements
1151|OEM Battery State Of Health|2|Unsigned|0|100|-|%|Battery State of Health|FMB001 FMC001 FMM001 FMB003 FMC003 FMM003|OBD OEM elements
1152|OEM Battery Temperature|2|Signed|-32768|32767|-|°C|Battery pack temperature|FMB001 FMC001 FMM001 FMB003 FMC003 FMM003|OBD OEM elements
385|Beacon|Variable|HEX|0|1024|-|-|List of Beacon IDs|\n\nFMBXXX\n\n|Permanent I/O elements
548|Advanced BLE Beacon data|1024|HEX|0|1024|-|-|List of Beacon Ids and their data when advanced Beacon mode is selected|\n\nFMBXXX\n\n|Eventual I/O elements
25|BLE Temperature #1|2|Signed|-4000|12500|0.01*|°C|\nDegrees ( °C ), -40 - +125;\n\nError codes:\n\n4000 - abnormal sensor state\n\n3000 - sensor not found\n\n2000 - failed sensor data parsing\n\nFrom firmware version 03.28.00 and up:\n\n32767 - sensor not found\n\n32766 - failed sensor data parsing\n\n32765 - abnormal sensor state\n|\n\nFMBXXX\n\n|Bluetooth Low Energy
26|BLE Temperature #2|2|Signed|-4000|12500|0.01*|°C|\nDegrees ( °C ), -40 - +125;\n\nError codes:\n\n4000 - abnormal sensor state\n\n3000 - sensor not found\n\n2000 - failed sensor data parsing\n\nFrom firmware version 03.28.00 and up:\n\n32767 - sensor not found\n\n32766 - failed sensor data parsing\n\n32765 - abnormal sensor state\n|\n\nFMBXXX\n\n|Bluetooth Low Energy
27|BLE Temperature #3|2|Signed|-4000|12500|0.01*|°C|\nDegrees ( °C ), -40 - +125;\n\nError codes:\n\n4000 - abnormal sensor state\n\n3000 - sensor not found\n\n2000 - failed sensor data parsing\n\nFrom firmware version 03.28.00 and up:\n\n32767 - sensor not found\n\n32766 - failed sensor data parsing\n\n32765 - abnormal sensor state\n|\n\nFMBXXX\n\n|Bluetooth Low Energy
28|BLE Temperature #4|2|Signed|-4000|12500|0.01*|°C|\nDegrees ( °C ), -40 - +125;\n\nError codes:\n\n4000 - abnormal sensor state\n\n3000 - sensor not found\n\n2000 - failed sensor data parsing\n\nFrom firmware version 03.28.00 and up:\n\n32767 - sensor not found\n\n32766 - failed sensor data parsing\n\n32765 - abnormal sensor state\n|\n\nFMBXXX\n\n|Bluetooth Low Energy
29|BLE Battery #1|1|Unsigned|0|100|-|%|Battery level of sensor #1|\n\nFMBXXX\n\n|Bluetooth Low Energy
20|BLE Battery #2|1|Unsigned|0|100|-|%|Battery level of sensor #2|\n\nFMBXXX\n\n|Bluetooth Low Energy
22|BLE Battery #3|1|Unsigned|0|100|-|%|Battery level of sensor #3|\n\nFMBXXX\n\n|Bluetooth Low Energy
23|BLE Battery #4|1|Unsigned|0|100|-|%|Battery level of sensor #4|\n\nFMBXXX\n\n|Bluetooth Low Energy
86|BLE Humidity #1|2|Unsigned|0|1000|0.1*|%RH|Humidity\n\nFrom firmware version 03.28.00 and up:\n\n65535 - sensor not found\n\n65534 - failed sensor data parsing\n\n65533 - abnormal sensor state\n|\n\nFMBXXX\n\n|Bluetooth Low Energy
104|BLE Humidity #2|2|Unsigned|0|1000|0.1*|%RH|Humidity\n\nFrom firmware version 03.28.00 and up:\n\n65535 - sensor not found\n\n65534 - failed sensor data parsing\n\n65533 - abnormal sensor state\n|\n\nFMBXXX\n\n|Bluetooth Low Energy
106|BLE Humidity #3|2|Unsigned|0|1000|0.1*|%RH|Humidity\n\nFrom firmware version 03.28.00 and up:\n\n65535 - sensor not found\n\n65534 - failed sensor data parsing\n\n65533 - abnormal sensor state\n|\n\nFMBXXX\n\n|Bluetooth Low Energy
